№ Объекта	Нас. пункт	Район	Улица	Дом	Цена. т.р.	Ком.	О	Ж	К	Этаж	Этажность
5707_1989114	Новосибирск	Октябрьский	Татьяны Снежиной	25	2400	1	32.5	19.7	5	8	10
5707_1997027	Новосибирск	Октябрьский	Татьяны Снежиной	46/1	3820	2	99.3	50.52	16.59	5	10
5707_1999149	Новосибирск	Октябрьский	Высоцкого	141/3	1895	1	33.58	25	5	3	10
5707_2000549	Новосибирск	Октябрьский	Высоцкого	150/3	2350	2	64	36.9	0	9	10
5707_2006833	Новосибирск	Октябрьский	Выборная	93	2550	2	43.1	24.6	6.4	5	5
5707_2008832	Новосибирск	Октябрьский	Бориса Богаткова	192/5	6750	4	119	70	16	9	10
5707_2011333	Новосибирск	Октябрьский	Вилюйская	13	3235	1	40.1	19.5	6	13	17
5707_2015487	Новосибирск	Октябрьский	Виталия Потылицына	13	1850	1	41	20.97	13.78	1	10
5707_2019446	Новосибирск	Октябрьский	Высоцкого	139/8	2200	1	42	16	12	2	10
5707_2022126	Новосибирск	Октябрьский	Высоцкого	139/6	1490	1	39.35	20	0	7	10
5707_2022573	Новосибирск	Октябрьский	Высоцкого	139/3	2450	2	63.13	36.42	12.05	9	10
5707_2022574	Новосибирск	Октябрьский	Федосеева	3	2750	1	32	12	9	9	10
5707_2023976	Новосибирск	Октябрьский	Гурьевская	43	2890	2	43.4	29.3	6	3	5
5707_2025395	Новосибирск	Октябрьский	Виталия Потылицына	7	1850	1	42.5	16.59	10.54	1	10
5707_2027301	Новосибирск	Октябрьский	Высоцкого	140/4	2050	2	58.02	37	9	3	10
5707_2034036	Новосибирск	Октябрьский	Гаранина	3	2900	1	31	17	6	3	5
5707_2035138	Новосибирск	Октябрьский	Виталия Потылицына	43712	2030	1	32.7	25	1	4	10
5707_2041387	Новосибирск	Октябрьский	Высоцкого	142/3	2250	2	58.75	37.68	8.35	9	10
5707_2042975	Новосибирск	Октябрьский	Виталия Потылицына	43650	3850	3	71.4	30	24.5	18	18
5707_2044083	Новосибирск	Октябрьский	Виталия Потылицына	7	1600	1	39.36	25	3	1	10
61_БЕР1800276	Новосибирск	Октябрьский	Восход	20/1	8500	3	90	50	15	2	19
61_ЗЛЦ1600527	Новосибирск	Октябрьский	Вилюйская	7	2200	1	47.09	15	11	10	24
61_ЗЛЦ1900078	Новосибирск	Октябрьский	Выборная	118	1450	1	22.6	13	6	1	9
61_ЗЛЦ1900113	Новосибирск	Октябрьский	Шевченко	25	9300	3	69.5	40	11	12	24
61_ЗЛЦ1900125	Новосибирск	Октябрьский	Шевченко	25	6500	2	48	11	22	21	24
61_ЗЛЦ1900147	Новосибирск	Октябрьский	Владимира Заровного	26/3	7500	4	83.5	49	7	5	9
61_ЗЛЦ1900219	Новосибирск	Октябрьский	Сакко и Ванцетти	25	6700	3	82.6	47	5	8	17
61_ЗЛЦ1900223	Новосибирск	Октябрьский	Большевистская	110	6750	2	63.6	30	10	2	9
61_ЗЛЦ1900228	Новосибирск	Октябрьский	Шевченко	25	30000	4	161.1	90	0	22	24
61_ЗЛЦ1900236	Новосибирск	Октябрьский	Военная	43710	9800	3	109	60	15	9	17
61_ЗЛЦ1900265	Новосибирск	Октябрьский	Высоцкого	40/2	2600	1	42.4	16	12	3	10
61_КЛН1800324	Новосибирск	Октябрьский	Военная	9	8550	3	136.6	71	0	4	13
61_КЛН1900040	Новосибирск	Октябрьский	Татьяны Снежиной	29	2050	1	33	17	4	3	10
61_КЛН1900208	Новосибирск	Октябрьский	Толстого	3	4750	3	65	42	9	2	10
61_КЛН1900245	Новосибирск	Октябрьский	Вилюйская	11	3200	1	46.2	23	9	8	17
61_КЛН1900331	Новосибирск	Октябрьский	Бориса Богаткова	194/9	6500	4	98	66	9	7	10
61_ЛЕН1900041	Новосибирск	Октябрьский	Лескова	31	4500	2	55	35	6	14	17
61_ЛЕН1900246	Новосибирск	Октябрьский	Коммунстроевская	200	3000	2	44.1	26	5	3	5
61_МРС1900012	Новосибирск	Октябрьский	Добролюбова	152/1	2850	1	43.3	22	10	3	17
61_МРС1900013	Новосибирск	Октябрьский	Зыряновская	119	3600	2	42	26	6	3	5
61_МРС1900087	Новосибирск	Октябрьский	Выборная	122/1	2450	1	39	19	9	1	10
61_МУС1900181	Новосибирск	Октябрьский	Добролюбова	162/1	3200	1	33	18	8	5	17
61_ОИП18206120	Новосибирск	Октябрьский	Кирова	108	11122	3	120	91	15	8	17
61_ОИП19040299	Новосибирск	Октябрьский	Сакко и Ванцетти	25	6900	3	76.4	24	5	3	17
61_ОИП1906378	Новосибирск	Октябрьский	Владимира Заровного	38	4690	2	58.5	0	0	6	10
61_ОИП1907304	Новосибирск	Октябрьский	Кирова	112	4200	3	60	40	7	9	9
61_ОИП19079490	Новосибирск	Октябрьский	Бориса Богаткова	226/1	4299	3	64	41	8	7	10
61_ОИП19114412	Новосибирск	Октябрьский	Федосеева	3	2950	1	42	18	9	10	10
61_ОИП19156401	Новосибирск	Октябрьский	Выборная	91/3	2950	1	51	24	11	9	17
61_ПРВ1900439	Новосибирск	Октябрьский	Выборная	113/1	2680	2	44	25	6	4	5
61_ПРВ1900479	Новосибирск	Октябрьский	Большевистская	175/6	3100	2	44.1	25	7	6	9
61_СТА1800129	Новосибирск	Октябрьский	Обская	50	4800	3	76	50	10	4	17
61_СТА1900019	Новосибирск	Октябрьский	Гаранина	25/1	4450	3	66.8	40	8	9	10
61_СТА1900078	Новосибирск	Октябрьский	Инская	67	7500	2	75.5	40	13	2	5
61_СТА1900092	Новосибирск	Октябрьский	Рябиновая	43739	3400	2	40	20	6	16	17
61_СТА1900266	Новосибирск	Октябрьский	Высоцкого	46	2990	2	43.2	25	10	1	10
61_ЦЕН1700337	Новосибирск	Октябрьский	Кирова	108	7660	4	115.5	70	27	11	17
61_ЦЕН1800239	Новосибирск	Октябрьский	Кирова	27	6300	2	59.6	13	25	5	9
61_ЦЕН1900043	Новосибирск	Октябрьский	Тургенева	225	2495	2	43.5	28	6	5	5
61_ЦЕН1900146	Новосибирск	Октябрьский	Красносельская	43617	2950	1	34.6	15	10	17	18
61_ЦЕН1900177	Новосибирск	Октябрьский	Панфиловцев	9	2800	3	56.2	43	5	2	5
61_ЦЕН1900207	Новосибирск	Октябрьский	Большевистская	48/2	4490	3	69.3	47	9	5	11
61_ЦЕН1900272	Новосибирск	Октябрьский	Татьяны Снежиной	45	3500	2	58.1	37	8	10	10
61_ЦЕН1900310	Новосибирск	Октябрьский	Высоцкого	139/5	3555	3	87.39	56	13	5	10
61_ЦЕН1900335	Новосибирск	Октябрьский	Высоцкого	42	2550	1	34.2	17	9	3	10
61_ЦЕН1900341	Новосибирск	Октябрьский	Ленинградская	273	3500	4	68.8	51	7	8	9
6131_4228	Новосибирск	Октябрьский	Рябиновая	43739	2950	2	42	20	7	15	17
6196_112	Новосибирск	Октябрьский	Вилюйская	13	2850	1	41	16	10	13	17
6196_114	Новосибирск	Октябрьский	Шевченко	34	3400	1	42	18	9	5	10
6442_rt12262_3_180380000149	Новосибирск	Октябрьский	Высоцкого	3	3360	2	52	32	9	1	10
6442_rt12262_3_180380000159	Новосибирск	Октябрьский	Закаменский	14	4280	2	53	31	10	9	17
6442_rt12262_3_180380000167	Новосибирск	Октябрьский	Высоцкого	53	2450	1	32	23.1	1	3	15
6442_rt12262_3_180380000188	Новосибирск	Октябрьский	Лескова	29	5900	2	70.1	45	6	10	17
6442_rt12262_3_180380000196	Новосибирск	Октябрьский	Обская 2-я	69/2	4700	2	67	37.3	9.4	5	10
6442_rt12262_3_180380000203	Новосибирск	Октябрьский	Обская 2-я	69/2	4700	3	70	29	20	5	10
6442_rt12262_3_180480000157	Новосибирск	Октябрьский	Гаранина	25	4000	3	62.6	42.1	7.1	6	9
6442_rt12262_3_181040000062	Новосибирск	Октябрьский	Вилюйская	5	4300	2	70	37	12	2	27
6442_rt12262_3_182160000053	Новосибирск	Октябрьский	Виталия Потылицына	43770	3530	2	58	37	8	10	10
6442_rt12262_3_211950000005	Новосибирск	Октябрьский	Обская	50	4300	3	66.2	30.3	8.8	8	18
6442_rt12262_3_211950000007	Новосибирск	Октябрьский	Федосеева	3	3600	2	50.8	31.1	9	1	10
7047_1006	Новосибирск	Октябрьский	Декабристов	41	10000	3	78	48	12	6	10
7047_11265	Новосибирск	Октябрьский	Высоцкого	150	1850	1	49	27	9	4	10
7047_5583	Новосибирск	Октябрьский	Сакко и Ванцетти	25	6800	3	82	47	5	6	17
7047_6	Новосибирск	Октябрьский	Закаменский мкр	15	3900	2	62	40	11	2	28
7047_6012	Новосибирск	Октябрьский	Федосеева	2	5200	3	70	45	9	11	13
7047_8899	Новосибирск	Октябрьский	Высоцкого	150	1850	1	49	22	14	4	9
9261_222	Новосибирск	Октябрьский	Высоцкого	37	5550	2	66.6	36.7	12.3	9	9
9698_50	Новосибирск	Октябрьский	Шевченко	2	5450	2	60	28	14	4	9
